220	2884
248	1784
160	20
272	413
218	339
534	528
14	164
244	1087
432	288
20	2701
1515	1657
709	3058
1592	453
341	1718
218	1638
405	2292
115	1642
807	797
1807	1078
132	2892
585	776
208	1630
1174	1060
314	2283
8	3066
738	2440
54	1386
1108	2292
1699	44
649	75
783	1075
209	55
1217	2142
82	2000
252	704
227	246
164	496
1798	260
259	152
1397	1640
41	1058
1863	342
244	2310
455	1066
67	2215
371	917
1178	200
122	159
690	97
721	1149
444	3095
632	11
573	2677
895	1504
285	1883
1487	275
884	2518
1330	419
675	531
1693	471
267	194
990	2989
585	682
144	818
477	1754
1142	494
89	1740
769	2570
1862	216
394	1345
799	337
64	361
444	181
927	916
573	2438
522	2200
1102	285
572	4
122	1561
160	3055
1793	452
267	2923
44	117
314	344
251	481
164	2755
1522	90
166	554
122	3378
111	500
1818	248
702	1378
930	1097
351	2469
65	1506
1725	2682
255	1620
516	1569
49	1161
760	991
63	1263
1354	1143
1415	101
1346	206
215	3110
240	2457
757	3491
161	2508
545	2621
974	942
1394	79
48	1988
1826	561
235	812
767	818
690	3277
1155	305
1672	201
252	804
142	3564
875	1017
202	412
164	3446
1717	1587
1422	117
41	2708
1001	481
1625	2477
132	2709
118	29
259	206
1917	2154
729	1097
122	3070
881	1410
1502	900
674	491
181	1225
1618	342
422	1335
244	356
513	57
142	2138
1011	1186
1066	641
215	286
805	1235
272	100
2	2339
477	2281
221	2351
560	3238
314	599
612	1885
1386	1920
1030	169
36	827
1011	158
926	1389
663	1699
738	2836
1680	3108
345	1610
215	1679
804	349
496	1632
252	1003
516	951
361	3091
779	3026
252	2934
1531	664
252	791
1708	1438
572	3267
551	1603
248	817
477	1112
33	1124
647	2315
1474	412
915	54
811	727
1121	1000
1340	820
1880	928
1106	2250
273	155
687	907
93	908
815	1520
32	243
1620	662
1924	1852
857	88
11	841
272	2950
516	1588
1336	946
1509	1887
1339	4
1332	792
1066	833
248	1638
418	1838
164	164
252	800
698	629
1256	1082
252	129
846	237
19	394
1103	531
1555	627
1474	2511
8	862
1172	300
649	1487
414	1526
252	232
355	1883
346	549
895	647
215	2629
658	748
1250	37
604	1442
573	572
677	266
747	1168
897	287
599	466
68	3183
