9	6.547947	2.25677	22.84649	0.9240688
8	3.692287	1.993675	33.02589	0.1860794
10	15.74371	6.48654	30.86944	0.1170579
11	11.54791	6.220462	28.18449	0.3542913
9	14.2989	6.574525	0.424855	0.3045134
10	11.07217	4.935082	19.82992	0.1874777
8	3.173746	1.91871	15.21928	0.1204539
9	20.36357	7.02408	1.149957	0.3193363
10	23.81119	10.07622	3.622793	0.9468158
8	7.77008	4.696141	1.446515	0.481036
10	26.62393	7.988263	4.897779	0.9114457
7	3.31163	0.7376584	3.749099	0.8070229000000001
9	14.69248	4.828205	0.0	0.714588
6	0.0848	0.008770909	21.29331	0.0008363636
7	8.264044	1.76176	1.957961	0.3436393
8	1.809812	0.2561019	14.59973	0.6293991999999999
11	22.25309	14.72714	33.56958	0.3271711
11	10.82264	2.867825	17.46323	0.6269735
11	20.91219	13.83086	10.56744	0.806712
11	32.94084	17.99179	52.6151	0.346695
10	23.21333	6.475259	2.92438	0.6120914000000001
11	30.27054	7.62715	10.57117	0.5902985
9	10.83205	3.175529	1.20555	0.326424
10	26.64038	9.573644	2.800005	0.5430417
7	5.641702	2.955002	0.4384585	0.1352780999999999
10	24.17714	6.703898	2.619759	0.6039363
10	11.23421	1.653602	36.53872	0.7627569
10	13.25014	3.994454	26.11479	0.0344563899999999
11	13.28543	3.304403	11.39155	0.5252558
11	19.4631	3.14344	7.427257	0.3253399
10	9.377091	3.641182	9.615103	0.4162548
6	9.513509	1.920539	2.2135	0.2197936
10	32.27951	12.71741	4.300937	0.8182788000000001
5	1.50822	0.212268	0.25536	0.00359475
7	4.009605	2.472669	6.28599	0.06014885
9	19.87255	6.397999	3.920677	0.0925715
7	6.037269	3.647519	0.8735833	0.2163993
10	28.0669	14.81129	3.379448	1.130505
9	32.41298	19.18834	1.363411	0.5828755999999999
11	57.12466	35.76994	6.559135	1.029817
10	24.81953	16.14549	47.7113	0.259978
7	5.85752	0.8494735	1.872944	0.5647310999999999
10	9.668865	4.400767	3.458739	1.76619
9	15.92666	2.055514	17.06231	0.06926648
10	10.35545	6.531665	10.29461	0.08261408
11	24.61185	10.49908	87.64913	0.5243152999999999
10	15.07061	3.774283	30.70554	0.236322
10	19.74162	7.282061	2.864155	0.4945425
8	10.00953	1.400125	3.286325	0.1305168
7	5.504375	3.426128	0.5035107	0.005681501
9	4.228984	1.082979	4.052076	1.561468
9	8.452372	4.445097	4.570686	1.2573109999999998
8	5.045438	1.338566	13.9907	0.2732162
9	7.668341	5.306066	30.47063	0.2095378
8	9.325744	1.797776	13.52837	0.1991889
9	24.86658	9.09898	1.735947	0.8403306
11	34.18698	9.783968	6.670125	0.3873425
9	15.14658	5.055032	0.04586666	0.9042766
10	27.7162	10.89026	3.137555	0.4097242
11	22.0407	3.551833	8.648507	0.4954218999999999
5	3.399996	0.2489	1.247514	0.1417616
9	7.377448	5.779253	16.68341	0.2702663999999999
10	27.67253	5.437951	5.070873	0.7548219
9	79.6349	11.03014	0.1648421	0.3890385999999999
10	18.61307	8.596531	3.154675	0.6513492
9	42.13886	26.18779	0.3833375	0.5652575000000001
9	10.01158	1.668665	28.73963	0.2991529
9	18.13726	7.001723	1.397004	0.6611118
10	28.76132	12.79156	2.6348	1.3225239999999998
10	11.16779	6.660645	29.01467	0.1647692
7	6.078643	1.334466	0.7702503	0.4502507
10	13.66239	7.522951	30.39343	0.08709775
11	28.13406	15.1091	14.09695	1.110531
8	14.5312	3.818469	0.01336338	0.1426859
10	10.2326	5.051441	28.98563	0.2053471999999999
11	25.57597	7.364043	7.866034	0.7407141
11	70.92328	10.72953	8.594315	0.7751326000000001
8	14.76093	2.191663	6.050794	0.1627717
10	22.54096	13.99554	13.28061	0.2205155
8	12.96562	3.227344	0.0421875	0.1458771999999999
7	4.897413	2.876228	0.7272035	0.178065
8	9.597607	2.408588	5.91572	0.8293148
11	37.41193	4.729449	9.235055	0.4715818
