1452	1068	683
122	1100	0
3791	50	27
4268	1424	1694
118	363	30
244	914	241
118	317	460
479	572	112
759	368	1346
957	133	3966
672	495	1328
319	529	241
498	1448	695
36	55	669
2227	821	935
598	551	1792
245	1435	2166
244	1949	4038
329	3003	669
1091	383	258
1014	271	30
2028	305	567
244	799	1065
1018	55	2173
13	379	85
1452	577	1038
1581	572	0
759	379	258
627	749	1101
13	749	1025
479	1343	217
2744	412	544
598	229	30
570	383	72
1091	914	723
570	914	683
3073	2960	300
319	1174	483
891	700	112
39	572	808
1810	1348	1829
479	23	241
2621	383	1707
859	105	523
570	322	72
1103	70	263
2748	227	242
3205	105	2728
13	5	701
570	32	1226
722	70	683
39	67	78
996	105	1673
319	368	4849
118	322	95
560	572	324
319	227	485
319	368	72
1018	23	578
118	3029	567
598	529	30
2635	5	258
244	5620	72
245	726	1865
555	55	52
498	170	703
1223	529	72
1581	1220	251
467	1008	918
13	5	870
655	3459	3463
627	1659	242
1104	816	703
3920	516	89
244	1317	174
672	914	72
118	363	344
1067	363	2032
2557	275	1794
560	305	91
917	107	2187
2021	551	446
43	271	953
209	442	339
39	572	34
65	327	5197
1790	1222	263
39	401	34
244	322	30
100	275	282
929	383	1914
1057	1948	1085
560	1175	91
555	914	251
1518	914	709
1581	294	30
208	572	91
39	322	27
595	766	597
848	2474	1234
2361	133	72
598	914	72
256	1134	1705
1151	226	34
118	914	729
13	170	691
1063	1029	857
408	2364	783
570	261	1196
1944	1744	217
118	107	1282
655	379	1065
570	1122	393
244	317	567
302	1338	862
560	815	2166
570	914	642
118	1486	1507
245	969	1844
1067	766	2448
1523	632	574
118	107	862
479	1424	112
118	700	574
604	815	713
570	67	30
848	363	857
570	1646	264
290	107	78
2331	55	642
39	133	506
2106	32	1755
627	363	241
560	105	868
1042	271	378
627	551	258
3084	367	2032
4870	2034	258
3575	338	242
13	379	1085
118	4281	1282
65	383	683
1724	107	1773
2106	32	2876
604	3228	2669
5040	317	85
602	379	217
479	1448	870
2683	107	30
4242	401	1142
39	1688	3823
1395	914	990
16	170	1396
1172	572	30
39	67	44
655	1068	683
1452	401	1394
698	2506	1326
118	113	506
616	1298	5909
814	10435	574
570	229	241
5040	338	701
394	583	72
1395	766	217
2210	1586	1792
165	170	601
560	650	713
65	275	285
414	18	371
759	1111	4459
3090	55	1279
209	412	642
929	154	85
118	650	862
761	2455	1755
555	1024	139
1018	1174	72
3496	352	217
6674	766	30
1837	1402	695
1042	363	241
859	26	709
3050	816	1025
859	133	85
118	317	523
244	673	3286
304	401	89
2361	1186	217
65	32	1649
3084	317	69
655	67	902
117	2364	1833
655	1130	439
706	322	77
394	766	1673
1751	4391	263
598	673	1282
705	1427	1813
406	22	882
479	305	85
118	529	436
408	305	1545
3511	55	241
39	481	1221
2442	67	30
118	70	217
570	305	1234
1042	105	1282
2621	368	1150
2621	481	89
118	529	241
518	607	258
244	202	371
479	419	263
928	230	574
319	305	2040
39	379	2166
3921	368	1867
39	170	2728
2425	905	85
118	367	72
319	23	262
319	18	44
976	545	653
759	1620	4670
1018	758	1282
508	227	862
1518	1068	360
1302	307	1705
518	23	862
6392	3253	85
1987	845	1263
598	237	143
1329	1122	2166
719	305	251
39	3208	4652
598	2198	30
165	700	1705
3880	815	72
1395	63	440
1018	271	4459
1702	322	96
117	373	258
118	1586	264
1056	577	112
508	305	242
1725	5207	72
118	577	360
2701	529	460
302	5402	143
1067	901	85
